event_id,particle_index,pdg,charge,pt,eta,phi,mass,energy,is_final
46,37,-211,-1,0.25545,2.30219,1.88643,0.13957,1.29706,1
46,43,211,1,0.904208,0.192761,-2.83861,0.13957,0.931573,1
46,44,-211,-1,0.615579,-1.11003,-0.676358,0.13957,1.04477,1
46,45,2212,1,0.875171,-2.71843,1.92676,0.93827,6.72689,1
46,46,-211,-1,0.12222,2.38057,-0.283773,0.13957,0.680776,1
46,48,2212,1,0.15564,3.54965,1.3384,0.93827,2.86826,1
46,49,211,1,0.100917,0.81277,-0.566664,0.13957,0.194961,1
46,50,22,0,0.157109,-0.0135216,-1.1756,0,0.157123,1
46,51,22,0,0.320431,0.0946907,-0.574833,0,0.321869,1
46,52,22,0,0.228819,-0.758177,2.40535,0,0.297796,1
46,53,22,0,0.185642,-1.23188,1.95399,0,0.345241,1
46,54,211,1,0.249302,1.00866,3.01465,0.13957,0.41163,1
46,55,-211,-1,0.0390357,-0.87498,-0.998262,0.13957,0.15,1
46,57,211,1,0.277861,1.98287,-1.79578,0.13957,1.03768,1
46,58,-211,-1,0.234406,1.31827,-1.03727,0.13957,0.48966,1
46,59,22,0,0.270024,0.926719,-1.46979,0,0.394513,1
46,60,211,1,0.115317,-0.329108,-1.53529,0.13957,0.185124,1
46,61,-211,-1,0.328599,-0.309534,0.225004,0.13957,0.371669,1
46,63,22,0,0.0991892,0.111687,-2.18196,0,0.0998085,1
46,64,22,0,0.22435,-0.240768,-1.32322,0,0.230884,1
46,65,22,0,0.0534438,1.64424,0.996448,0,0.143503,1
46,66,22,0,0.140096,1.66131,-0.79264,0,0.38219,1
46,67,22,0,0.130328,-0.23831,1.98392,0,0.134046,1
46,68,22,0,0.231649,-0.0273326,1.21778,0,0.231735,1
47,19,211,1,0.568066,1.54751,0.511597,0.13957,1.40228,1
47,20,-211,-1,0.667272,0.439519,-1.51183,0.13957,0.745941,1
47,34,2212,1,0.729371,2.11408,0.562199,0.93827,3.20476,1
47,35,211,1,0.230657,1.72334,-1.98462,0.13957,0.681243,1
47,36,-211,-1,0.366782,1.20655,0.573726,0.13957,0.68219,1
47,38,130,0,0.624501,0.601129,-2.3123,0.49761,0.892391,1
47,39,211,1,0.209036,-2.28306,-2.59741,0.13957,1.04499,1
47,40,-211,-1,0.652965,-2.38017,0.793355,0.13957,3.56116,1
47,42,211,1,0.539199,-0.744936,2.32599,0.13957,0.709715,1
47,43,130,0,0.305213,0.928166,-1.737,0.49761,0.668495,1
47,45,22,0,0.453128,0.990349,-2.64385,0,0.694107,1
47,46,22,0,0.140896,0.584643,-2.98982,0,0.16567,1
47,47,2212,1,0.635495,-1.83505,1.31759,0.93827,2.24684,1
47,48,-211,-1,0.0911139,-1.27204,2.1152,0.13957,0.224092,1
47,52,22,0,0.0997443,0.918894,-1.27065,0,0.144902,1
47,53,22,0,0.534105,1.03885,-1.85112,0,0.849182,1
47,56,22,0,0.109095,0.729008,1.18059,0,0.139392,1
47,57,22,0,0.0400267,1.22353,-2.23976,0,0.0739164,1
47,58,22,0,0.149958,0.336968,-0.19655,0,0.158552,1
47,59,22,0,0.0287953,2.11843,-0.533495,0,0.121491,1
47,60,22,0,0.11714,0.289389,2.81378,0,0.122079,1
47,61,22,0,0.0343677,1.59679,-1.61554,0,0.0883196,1
47,62,22,0,0.400807,-1.57007,2.76646,0,1.00503,1
47,63,22,0,0.0500644,-1.6426,1.7764,0,0.134225,1
47,64,22,0,0.0711648,-1.69823,-0.256199,0,0.200943,1
47,65,22,0,0.0380181,0.0643095,-2.2035,0,0.0380968,1
48,19,321,1,0.283749,-1.21662,-3.09927,0.49368,0.717718,1
48,23,-211,-1,0.320566,-2.06185,3.10854,0.13957,1.28788,1
48,24,211,1,0.995278,-1.63646,-0.0341511,0.13957,2.65689,1
48,25,2112,0,0.5073,-2.84719,2.91251,0.93957,4.48693,1
48,28,211,1,0.411297,-0.16364,1.64061,0.13957,0.439563,1
48,29,-211,-1,0.515692,-0.868082,-0.492518,0.13957,0.735866,1
48,31,2212,1,0.232792,4.05987,-0.832646,0.93827,6.81404,1
48,32,130,0,0.57556,1.18161,-2.19288,0.49761,1.14061,1
48,33,211,1,0.422709,1.74644,1.61114,0.13957,1.25658,1
48,34,-211,-1,0.0570349,2.02094,-1.62448,0.13957,0.259656,1
48,36,22,0,0.155251,0.421093,2.9738,0,0.16922,1
48,37,22,0,0.0295455,0.602013,0.0793766,0,0.0350631,1
49,4,2212,1,0.245049,-4.38167,1.48487,0.93827,9.84482,1
49,7,211,1,0.201518,0.230218,-2.27947,0.13957,0.24956,1
49,9,2112,0,0.206545,4.03404,-0.848667,0.93957,5.91071,1
49,10,211,1,0.143347,3.18955,1.52144,0.13957,1.74859,1
49,11,-211,-1,0.211538,2.16893,-0.168879,0.13957,0.947786,1
49,13,22,0,0.167598,2.11669,-2.57303,0,0.705921,1
49,14,22,0,0.110965,2.35958,2.70956,0,0.592609,1
